ID,Population_Density,Age,Income,Home_Price,Rental_Price,GDP_Per_Capita,Unemployment_Rate,Commute_Time,Internet_Speed,Crime_Rate,Community_Satisfaction
49,7199,19,41956.34338,317390.347,714.4296616,34785.89685,11.59683042,21.77327683,26.36906311,-0.016325341,2.965385733
50,9770,24,42628.27515,436038.6154,3776.73496,35247.22902,12.30429547,52.79175808,-1.436509154,3.678998121,0.488061305
51,875,35,99276.53925,471283.8414,3028.237878,10643.28251,7.961786356,40.65732837,14.047286,9.75045962,4.690245027
52,8326,44,66247.90891,355493.3787,592.4498972,64455.60301,5.281843127,20.61738214,52.59718627,1.746537627,6.646009157
53,3252,51,33954.1505,137441.0413,2661.879864,77290.44448,5.835471523,24.70722364,16.43489032,2.734514996,13.32827463
54,1685,44,51871.93565,50354.63682,1565.455482,55789.2738,10.91583134,43.80212075,43.13506876,1.78579494,8.329495672
55,4043,34,40951.60734,269966.7461,3832.303862,64520.90826,9.105549789,59.01144204,24.3953239,5.701910221,12.14464843
56,7655,60,70789.49921,402501.332,2054.539884,58798.67501,7.623957708,22.43760154,73.97714815,7.960593448,3.24915562
57,3173,76,64278.09328,426869.8581,5235.155092,35819.23805,7.675534468,28.65247847,61.73412394,2.217580017,6.585371532
58,1121,61,67157.71173,184654.5715,3675.769507,30626.97426,7.858152513,50.1160144,57.01781971,3.124344941,7.748111604
59,3943,76,80418.86851,237610.9226,1347.446205,53841.61791,4.924711689,22.9966181,67.6532609,9.995896763,4.441703765
60,8089,68,56989.40967,402989.9992,4275.304625,42675.44425,3.816774917,8.530735508,94.89717378,8.448583305,4.044568569
61,9792,71,39311.83127,210834.8078,4733.331521,69404.70971,3.802488923,61.59212035,45.94773355,5.601985914,5.822708801
62,6973,41,41850.35348,194274.8568,2809.327653,37860.89758,11.62972506,35.83677319,52.82588136,3.44054065,4.417837393
63,5775,42,48814.40335,439136.9003,3780.398537,42146.61523,3.74441308,32.81857223,47.7678534,2.593269875,11.14680428
64,261,24,97699.09418,470161.2529,3871.923532,50336.38293,3.454254879,30.70716467,90.99981988,5.760877874,3.274811585
65,4397,69,20697.65227,391572.6768,1498.065742,50208.14825,11.67431647,8.681450638,35.07827244,7.619154509,-1.641332216
66,1095,23,90298.10839,188029.4634,3870.933173,57037.62753,3.133712513,59.1618369,40.29154511,6.231996657,1.21685728
67,7729,70,66476.35907,168833.1727,880.7197298,53587.90063,10.26955981,24.39233434,44.44253752,0.908727078,-1.842696936
68,9567,41,52689.33359,416756.0301,879.8136691,53867.89729,4.47370011,24.09676422,68.39257238,4.946509769,2.777549718
69,1116,50,48575.90165,131127.1113,2056.552127,35321.31598,4.03511937,18.09035229,84.2812931,9.569120206,-1.14189978
70,7969,66,85276.4984,270467.9882,1947.539672,29127.11015,7.584014734,30.58292481,35.79593276,9.569236566,7.551718064
71,6539,46,68512.25909,235937.3457,5037.059217,54610.36796,3.314334835,40.19752221,35.92483243,2.069778127,9.170293662
72,7992,60,22470.56815,478778.9309,4730.587617,21642.57434,12.43319263,56.76962932,87.15010333,5.770513178,-0.988340797
73,6963,39,57698.52899,140536.1223,3902.754774,38458.31256,10.00030503,50.54420676,24.70848585,4.851188484,-0.114918697
74,8016,43,69379.26661,425803.0569,4715.470299,53878.52189,4.338723042,28.04756003,22.49218369,8.752357413,1.460747529
75,8629,45,93829.0524,137913.6742,3421.554692,33526.60499,5.053954965,51.34243035,52.90720834,7.54789343,6.408008071
76,978,67,58122.83742,310617.7716,4488.854289,13641.31803,9.640373423,35.98867304,86.14404019,10.07961414,3.638571191
77,9368,38,62386.80649,180504.58,2485.638892,32432.4849,4.550514707,55.68159665,68.80100472,11.07122119,0.562973087
78,4987,66,94779.91058,449283.5636,913.9833461,16582.71596,4.973421772,53.39549526,91.00886494,3.446314276,5.619319203
79,4959,24,63213.18277,425330.9914,2598.50749,55616.03176,9.070852328,21.09676609,24.22341974,8.598980395,6.912063143
80,6431,34,85312.28899,143410.7039,3345.64277,66123.13917,12.284948,31.34391124,39.20291799,4.619569171,-0.125983923
81,8671,37,89485.43657,405407.474,2958.790872,58847.49284,7.597562595,29.24955742,32.40588932,1.929630242,6.580166229
82,8784,58,93864.91838,465492.6659,4841.026789,32521.63831,12.64136584,36.94676179,96.7070947,2.997199486,9.948388586
83,7308,66,32642.67009,252484.8311,555.3446272,23300.47131,13.38889074,56.71107245,32.32125109,2.117682448,3.309858211
84,5376,37,40180.41602,272454.9664,1040.170755,56142.57856,4.902051884,10.4381178,11.24440171,8.717750263,5.837499984
85,2162,71,81269.90197,476047.6179,37.48524419,52885.7517,13.29132681,18.66802,90.02200379,2.749881975,2.329638445
86,164,39,31072.10109,311127.3152,3813.388125,77172.33247,13.0334686,3.295690527,38.1576528,7.54237357,-0.105862928
87,8106,45,76232.70951,99120.08291,2964.447712,20274.17516,6.187549608,53.99897288,43.01615229,6.355299768,-2.108486453
88,2668,78,56656.44696,519807.1098,1038.293103,67668.93604,15.03609548,20.41689321,86.01887204,5.877245413,0.535224667
89,5563,57,48128.5879,440218.5602,390.9228237,69097.00785,6.215703136,28.17178489,14.21926185,3.448211223,9.842450977
90,2127,66,91027.98539,98596.18714,380.6335409,68710.64502,5.642394714,29.62357309,30.08199491,5.877898606,2.891908176
91,2795,24,96011.53796,409878.1256,4936.46607,73879.20573,10.1772797,47.31137913,29.26634758,4.371032947,4.349258757
92,9787,18,105172.0669,159121.266,748.253628,47058.89434,8.633272095,33.27547139,40.30757769,1.127488547,-0.490863764
93,5358,49,39293.75391,345612.9014,829.0003109,28152.13662,6.823216247,40.51220235,13.8862715,7.832574629,8.871501155
94,5718,30,61395.89138,504698.567,4838.941634,35217.99862,4.91656521,18.1355966,73.19481896,7.123319877,0.430729443
95,6836,47,26626.26082,378763.6507,2850.692851,40985.33629,10.75717087,38.05744373,29.20771744,0.944498001,2.639746561
96,491,40,105339.3915,79294.54573,3911.725113,69175.51291,12.37457341,18.41311879,81.00737081,8.771070892,5.235862269
97,5992,68,38862.23433,241094.9546,4734.476418,43592.05853,10.20867728,17.14499753,28.95105001,2.918736643,8.208089468
98,3661,76,92826.84491,325961.0694,4603.526185,22826.11939,13.56449637,34.569974,43.76806351,4.44566389,1.654367304
99,6284,73,60821.98815,384685.6595,501.2524466,80720.1388,5.515577966,27.79918829,23.59969896,6.072967088,4.59663603
100,3199,36,77709.47085,294233.478,4762.686586,66278.72262,5.715526712,39.18170336,81.09438404,1.03242273,0.51348159
101,6378,79,72833.90808,366425.8826,1475.03917,81264.50898,10.13996537,14.00161144,58.56960478,5.39062834,4.797395261
102,8492,49,96657.23046,496728.4703,1829.74385,65410.18391,11.65080345,11.80413418,71.28633643,6.185948861,5.104239473
103,3204,47,22046.83854,441779.4675,2789.934766,28301.08369,3.889158958,51.54587506,87.53964902,5.8215244,5.368333222
104,7315,46,33236.3766,407026.8431,1867.718593,64435.10015,4.815878503,53.53222855,91.08134875,2.373246632,7.061216835
105,2554,66,42884.62158,331189.2637,2046.038096,37004.36027,13.05733709,45.79733342,86.99077429,1.712647706,2.814493749
106,9096,62,90517.83552,269548.3032,3383.480035,54937.98617,14.43913068,42.24050162,1.686989098,3.112468522,4.259658909
107,2831,46,89834.013,41116.0878,3705.328844,36335.29825,9.938364528,31.14876712,84.45116893,9.387893452,-0.621421096
108,8254,47,45177.29273,166371.6197,1012.294221,17473.24934,4.383905079,42.76540729,78.93200622,0.412373143,5.328006073
109,9862,33,19931.75743,182948.3534,4433.261126,54798.25789,14.84664382,37.02537153,103.7733624,5.25656613,10.73509758
110,5156,57,74872.37274,180088.7982,1102.478813,77462.22034,14.27752435,16.69064295,21.38778872,7.393248685,2.79647147
111,8210,36,62768.39129,159293.1831,4874.481764,43659.67195,7.864134304,25.82365156,68.66898479,7.229029499,5.626375352
112,3940,35,46911.57227,223093.6852,4129.826752,61966.91947,12.83471782,30.81832197,28.86456976,11.17169726,4.60548968
113,1128,18,94703.82265,331160.6024,4590.261089,73490.49011,12.23828503,26.8301982,29.02766238,11.576125,7.176175595
114,7485,31,71324.63746,386972.5992,3208.954669,66791.45613,15.53250254,23.63939044,61.05421554,2.119476988,3.278452978
115,602,68,20658.16819,459984.6318,3415.956869,70866.83143,12.29531121,28.65404192,107.7992111,2.658030489,-0.846478002
116,7010,64,39410.17094,321636.5826,3566.493722,32211.93308,11.14498594,25.88490624,61.12693004,0.466344293,3.534024115
117,9162,67,57799.68756,377070.7349,4299.622475,20178.34787,11.31497094,8.460069278,89.74036473,0.173984766,11.582242
118,7038,19,16841.76702,483411.7372,3098.978407,57596.15652,7.698514145,15.94407805,3.991804287,7.681976107,1.282639976
119,4588,71,107114.7136,413029.6273,3485.970841,32632.23206,9.555735872,3.283664239,28.06760952,1.690421114,7.557764223
120,306,45,47524.57094,453574.6741,1127.239864,32133.67387,13.26051794,26.02149742,56.01232562,7.203498012,7.837197591
121,5234,66,50472.02403,456410.578,4452.411938,38488.78477,12.81626523,40.83811417,35.89228799,0.849668028,0.914593893
122,6077,67,31957.42688,388019.7015,4957.056886,40392.08805,8.505330295,15.66728294,73.91055382,3.034061742,7.347584188
123,7821,47,84396.01223,402270.6979,4337.50519,18658.98356,7.882169846,45.46347819,34.81741774,6.130631414,-0.219871104
124,7135,55,62472.2552,217227.4412,3408.216213,59860.81464,9.004883101,50.22892267,64.62891826,3.944762705,3.137511561
125,1584,68,42497.75319,129465.6506,509.9419101,54410.1609,10.43825573,43.68693262,56.40175053,7.476764535,3.090499928
126,7958,21,62208.03728,460774.8756,1844.375071,58559.25088,10.09818846,45.47824476,33.20984297,11.26779893,-0.733293113
127,963,18,51344.64707,226975.5478,4499.469667,74463.43676,1.507590063,31.10929485,101.0391535,7.415492791,8.484501046
128,2890,25,14638.88744,299012.1084,2642.557302,34837.86506,7.452393005,17.47329285,50.7516561,1.688241343,7.544823957
129,7508,46,82602.15455,518368.7911,1663.51821,24376.41962,4.416190082,67.5740151,57.2876789,10.45315073,0.795078512
130,8855,72,65086.81601,92595.62303,5169.338571,30045.48777,2.171929526,11.12823623,99.20396415,1.34707585,-1.098293096
131,5216,56,79065.48888,268287.1483,5159.774033,64050.16435,15.49433171,52.65131412,28.70802822,8.445783697,4.460921376
132,6119,20,31935.8951,128987.8755,4044.676245,78308.71595,4.552266405,37.13295673,68.35490601,1.560623193,3.230791514
133,1857,49,69471.41268,443840.212,1298.341177,44797.13054,5.781821878,28.35533624,23.51181787,1.847384215,0.506502471
134,7674,27,26222.47214,127854.8957,3805.305021,44031.73439,1.935855524,23.17272325,25.59122467,9.510166989,4.307445459
135,6474,27,19046.39813,419911.862,2941.06535,59849.00888,4.157342827,38.35028509,84.87135616,3.581082615,6.327885231
136,6992,36,92585.27982,160218.841,1287.116636,33408.82736,13.52808055,11.90567424,78.25213168,8.774370415,5.338012825
137,1778,63,29522.19876,104552.3309,4814.584905,67348.96032,9.42603813,25.10327081,35.03896352,4.100296912,9.814669828
138,3342,51,91853.2425,451436.0013,655.3543138,64573.42539,11.94413618,49.12083973,67.12794562,6.587100722,2.800639486
139,4736,77,30568.95461,195920.0883,3942.700761,32174.33684,8.368267785,39.95170561,104.5560185,9.539352112,6.542859506
140,1159,50,55301.21797,463548.725,2014.942185,61954.41164,6.175900851,27.35161473,35.66032716,5.825705743,1.569564831
141,6768,40,44506.87255,95907.64072,3917.675621,66035.8553,7.000185415,26.82930991,18.51422588,5.636244524,-3.706409806
142,3257,72,59258.25223,347203.8526,2548.689583,29551.98986,10.58179248,54.78288464,53.13859159,8.548071544,7.983221595
143,6015,45,88755.13765,142358.303,2818.764784,66936.46842,8.605163442,37.7190926,40.74782832,8.393826893,8.37768003
144,9889,49,22544.1304,259658.6339,2509.66839,26109.40796,13.89155293,42.57359253,23.12751847,2.990297835,6.552632912
145,2793,67,62952.33602,41140.50855,3367.467187,62594.32973,9.27503134,59.97945403,85.80812962,5.166027478,4.186580512
146,3727,24,27826.70038,420835.9366,5265.508285,30974.08585,9.721868694,29.27018636,-7.957336427,2.459154705,8.429985182
147,9655,46,31290.98314,514665.1851,1562.888151,60200.68816,11.61882973,38.440359,79.12250524,1.401361425,3.659044808
148,5550,25,39436.15334,322781.3875,3692.281151,49677.13295,12.37117569,60.37850022,58.49805783,3.150391331,0.758798472
149,1763,18,32073.73032,163810.5354,1920.46362,33399.61603,5.324539903,45.01653815,42.27057431,5.992893461,0.92835943
150,9821,74,53399.87072,437756.6953,4603.848484,56154.89357,4.010427359,31.41851457,59.27684365,8.130007873,10.31518942
151,5692,72,73700.03569,142442.6806,2261.464497,69361.68789,9.747478078,29.91005128,41.31386201,3.576081474,8.383857541
152,7492,20,67520.55824,451383.9801,4758.685461,69251.29679,8.701412709,42.42501498,8.229230776,5.34900412,3.537800573
153,1406,41,45082.95343,249290.9286,2772.422254,66176.09437,14.91321291,21.79885812,6.189201264,7.268575906,3.553560856
154,6876,40,75105.69593,165181.7985,4771.904049,27979.86751,8.471612192,53.99153662,87.91055003,2.165766729,1.551782885
155,5964,76,45082.96617,347360.9281,5081.390337,64930.83442,2.714030144,19.74682674,9.491543423,8.088529603,2.523845517
156,9574,78,36520.42804,193913.2509,971.0658256,44807.45673,14.4888908,16.60737683,9.423358712,4.53778159,4.731492428
157,7626,25,47471.30162,104509.1647,2987.720846,20696.8857,14.71849027,10.24187173,103.2541051,0.848978512,7.359283475
158,9001,71,77917.32028,492123.6378,1313.123285,57976.7971,5.522609443,43.79705446,93.29630742,0.770850321,5.108451689
159,5675,74,71473.63326,431433.6421,2488.859773,85185.69857,14.16816877,52.75766066,38.65393635,8.119788981,12.16653796
160,5630,64,65366.62512,423536.1218,2746.133121,68350.18944,7.345339146,39.93791401,7.019295635,10.60492445,-2.950467672
161,4513,54,49302.04649,63290.99089,1264.519816,28866.25198,4.976240633,54.44135288,80.43320523,3.640449884,4.717283255
162,3848,20,78536.19157,143942.3735,3624.986566,25415.73971,12.96055065,20.31212726,99.25305742,2.479287079,2.379051732
163,763,68,48243.69474,453625.211,1602.382713,62649.90761,8.459298831,17.07791746,4.031337775,3.711203615,6.219894204
164,2098,50,52623.96506,69768.66708,3928.909219,30599.9788,2.98015212,60.43764128,8.705972372,5.902506071,1.758105942
165,8094,45,107195.1031,527453.9744,650.7045863,37510.25844,5.251992763,56.67522556,74.45219228,7.300138558,6.48953325
166,1595,64,71539.19658,262022.8965,3291.559999,21046.16501,11.8078106,46.0640308,92.45553608,9.721094978,5.912561446
167,3404,25,38165.34676,335500.9069,1650.926258,48396.34641,5.650142204,49.09805978,76.12390383,7.59005538,0.542133067
168,3863,51,57831.03887,500863.4595,4672.139209,40174.98714,9.660195843,26.73025906,30.73501489,8.54566544,3.256159756
169,5332,52,88156.92299,43659.8072,4006.902688,31299.63415,11.68674577,22.14929537,37.52959812,4.228172364,6.736805303
170,1953,49,43388.2334,212560.8761,412.632141,33663.87962,6.427562528,61.9064492,53.1975278,2.810420026,8.390687879
171,6685,41,27069.34881,375826.1501,710.5255205,63333.063,10.57881014,26.27918443,12.5965051,7.20640121,1.51444737
172,1391,31,51123.10236,378701.9026,637.2755945,70193.43793,14.41389213,30.86284322,26.16412496,4.801097015,1.744943063
173,3681,49,88912.71516,240814.1551,980.0157257,37876.20303,6.709326734,45.02815739,41.513408,2.861336052,3.603296142
174,7654,73,37471.25941,327442.5923,3964.358339,68438.28588,5.11441852,28.72072395,52.95940873,1.417774749,6.535003924
175,7380,63,24579.72009,350308.7668,567.8536569,42441.68243,3.822759396,48.11198523,47.94484853,6.059211585,2.099434406
176,1736,60,77325.9871,411445.7611,3483.03993,73181.27915,10.70825922,6.216682286,72.04760867,5.881733996,3.742932837
177,3796,33,94227.27336,472150.8071,4711.534278,81467.58574,13.52528773,52.78202825,91.15230726,5.28386299,3.820188742
178,798,21,94669.70325,37511.63049,-419.4333869,56010.35946,6.597134453,41.96840187,74.19523987,0.491531781,10.26495954
179,4837,69,41756.00461,363189.8366,3019.650693,38639.61977,8.827984812,45.26677358,82.26493186,3.975279955,1.156337651
180,954,54,93078.6619,461190.9312,3402.431608,47527.13017,6.122792054,20.77929087,36.51561585,2.417218531,8.883461923
181,8264,71,59389.05934,128767.2656,3513.512901,21204.23677,10.49473081,23.35053281,34.47460128,8.134355147,0.575475182
182,5955,38,46017.24811,38535.54527,2888.123283,36245.1821,4.572992086,33.73708204,46.87698895,3.524391071,-3.715525632
183,7492,31,52706.07212,387115.7535,342.7664909,64462.60645,12.14038414,24.94703581,11.71233593,7.232953367,3.101547471
184,6628,48,88369.08066,382213.8381,1706.935631,27490.61855,5.924049985,38.75472767,79.93287206,7.182106204,1.557421285
185,5349,72,28879.68317,406041.1907,4681.453985,84618.80441,11.40745124,30.01332763,-8.195203893,7.561916423,5.080680493
186,5272,65,86400.62083,305010.7655,2500.481661,73902.36032,8.461262504,24.31035264,39.16356368,6.531997353,2.9797361
187,1807,35,53258.81313,77865.07505,3389.96438,60290.51258,10.22698314,22.16650683,49.11977918,5.126139898,-0.072886933
188,5891,24,95104.51763,219426.9077,1707.402426,52162.21195,4.420156682,43.33651467,55.51211961,0.622101084,2.247670241
189,5635,27,39707.36896,312788.6905,1321.053244,60365.17031,11.35596996,17.43219238,65.94103087,6.690156104,6.489116486
190,5031,24,38314.79853,279438.9451,860.3963734,31765.62872,4.035782612,57.37916531,57.7248706,5.09078172,0.388778757
191,3610,50,23545.85005,477276.1204,2350.355855,21050.49353,3.713503755,42.29791353,24.48433606,4.453438818,5.007030812
192,302,40,20326.41571,134006.0649,4599.2974,66621.74187,7.750175671,45.49534697,29.61761441,3.539363529,4.709864002
193,4318,38,71281.31244,188696.0322,3847.624143,45880.29915,10.14639895,50.95671225,84.15298879,7.375816098,6.786771983
194,9058,36,14316.75477,171762.0229,595.6885382,46162.86466,2.283015804,10.88127707,37.88922391,3.505253165,8.527689518
195,4489,65,44979.37546,404489.4491,3467.27263,62095.95157,3.447014154,49.56859499,19.51660279,3.486654446,5.828484293
196,2427,78,29572.22451,116353.4844,608.7252371,26223.64412,14.57767924,37.66588649,55.95676495,11.14516754,-0.438627367
197,8104,36,98513.28196,302381.9858,2955.325496,18930.18019,12.35809946,59.46872827,38.76310299,8.631632718,0.671925459
198,3031,53,50504.6243,313322.636,4727.227108,81638.16308,3.41473003,52.43506955,54.27203433,0.16585888,2.798865898
199,7877,46,57652.5392,508365.4929,1631.721399,31088.45623,9.207719127,18.15100653,83.86975354,7.584450715,-1.376550072
200,297,77,24596.12576,464139.5666,1446.631298,63616.44614,8.420232826,32.39378811,97.95413137,0.710045116,6.660469435
201,7225,35,47290.286,264124.617,2190.54761,49689.4256,9.254766429,39.79820489,69.37880927,8.137080363,6.847302515
202,2030,19,102108.9718,346002.8088,1178.751263,41005.28068,11.91168544,39.32294572,19.50406556,6.136972226,5.801644631
203,6387,18,80217.86345,401146.6113,2162.834922,24016.6232,3.691802421,33.34811344,40.1852037,6.879837583,6.30964917
204,8900,64,105619.5545,282622.9143,2661.972673,42971.70602,12.5786776,25.37393529,1.16961032,8.138669441,0.92347671
205,9439,22,74264.81584,275347.0212,1108.448143,35235.96014,6.936837616,27.39994914,9.019510112,1.779965848,2.084259135
206,4382,37,50132.77087,392275.7672,3476.849734,75558.1012,8.438656923,32.5013484,30.45410924,-0.625735235,12.12859151
207,2611,28,102578.9116,157700.0203,3944.159104,56329.07293,11.74577786,56.00505086,37.37907991,7.158455024,5.826542725
208,759,59,39258.89895,222154.3904,3626.629638,68636.98363,14.84694521,43.01373561,71.59212319,1.960634609,6.126133969
209,2911,19,33433.3265,372900.078,1889.326056,52227.86908,1.53998788,36.40756107,80.61619333,9.557805019,5.586149826
210,7198,20,54380.76743,180895.9438,2183.901717,38286.89349,0.394303223,8.138698471,88.24304172,4.982078151,1.459970502
211,6646,40,52791.46815,550850.7265,2263.40808,71341.9662,4.585921075,19.8751538,83.99010838,0.574165019,0.94897177
212,9661,72,86033.60919,281033.1069,4534.668621,64017.25641,14.52775244,30.54663498,12.05964436,6.064403299,13.38518553
213,2086,29,20505.45629,232231.9339,3467.55892,41475.8179,11.47773467,54.04527735,45.37643581,2.823799729,6.831151875
214,8438,37,28814.04137,448176.6847,2545.412639,67317.68075,10.62499649,33.06830087,39.95434059,-0.475165237,2.36984233
215,3011,22,56746.4436,262114.8176,900.2776036,74460.94549,1.655238277,33.70530723,29.03309379,3.252261821,7.387898476
216,1834,54,32893.34013,231853.0397,1498.932871,53179.43805,12.99628738,54.42087598,13.17644103,8.597659211,5.613758837
217,1943,55,80072.70121,165559.2993,3368.661253,58502.52496,11.66678057,48.47285566,37.43010577,3.937314719,10.08273574
218,8780,47,23243.54006,43995.82512,2171.76982,22806.0276,9.779165537,29.2914657,56.5662572,2.591446654,-2.90215389
219,3076,26,52760.73102,205962.2854,3390.391451,70785.08946,6.973459795,17.51976162,56.26825083,3.984817626,0.094825807
220,2059,51,37196.52568,468206.626,2249.090107,48724.05701,3.060633004,18.29283205,54.56911117,-0.225019131,2.407323963
221,5859,70,61364.16785,255373.8114,2622.35303,25822.78623,7.977558573,40.45559471,47.08979759,3.545390892,1.996446034
222,6794,61,91715.92856,178657.1509,1893.692091,59028.39762,12.08113307,56.88151845,49.38613502,9.281349968,6.665287204
223,2485,52,41437.47666,250825.5744,2702.909471,72264.97243,2.875054482,14.0454036,45.9875102,9.662158149,9.857309058
224,4836,69,78814.39485,340909.5877,2636.601652,21820.61686,11.01014498,7.993934025,88.63063723,2.112698879,6.56813949
225,1902,75,45446.82858,318558.5075,981.0181351,78863.54332,4.708020837,48.48272066,5.861761517,6.32234244,7.446338776
226,8255,39,102612.3027,445980.0624,2988.839002,37338.84768,11.00948686,49.38242001,80.64985826,9.954470444,4.439948272
227,8220,61,84899.54373,320619.9082,1700.220046,29225.6329,9.266718356,68.30985131,62.81033355,0.616266423,11.82355006
